stock-code,reference-price,celling-price,floor-price,price,volume,total-volume,total-value,highest-price,lowest-price,average-price
HD8,11.6,13.3,9.9,11.6,0.1,6.7,76540,11.6,11.2,11.4
HDM,24.3,27.9,20.7,0.0,0.0,0.0,0,0.0,0.0,0.0
HDO,2.2,2.5,1.9,2.2,3.3,158.2,339740,2.3,2.1,2.1
HDP,13.4,15.4,11.4,13.4,0.2,0.8,10860,14.5,13.4,13.6
HDW,15.2,17.4,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HEC,75.0,86.2,63.8,0.0,0.0,0.0,0,0.0,0.0,0.0
HEJ,47.3,54.3,40.3,47.1,0.1,16.5,787870,50.0,47.0,47.8
HEM,13.7,15.7,11.7,0.0,0.0,0.0,0,0.0,0.0,0.0
HEP,17.3,19.8,14.8,0.0,0.0,0.0,0,0.0,0.0,0.0
HES,20.2,23.2,17.2,0.0,0.0,0.0,0,0.0,0.0,0.0
HFB,9.9,11.3,8.5,0.0,0.0,0.0,0,0.0,0.0,0.0
HFC,11.1,12.7,9.5,11.4,0.5,0.8,9120,11.4,11.4,11.4
HFX,5.2,5.9,4.5,5.9,0.1,0.1,590,5.9,5.9,5.9
HGA,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HGC,9.1,12.7,5.5,0.0,0.0,0.0,0,0.0,0.0,0.0
HGR,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HGT,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HGW,10.3,11.8,8.8,11.0,0.5,0.5,5500,11.0,11.0,11.0
HHN,6.6,9.2,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HHR,0.4,0.5,0.3,0.0,0.0,0.0,0,0.0,0.0,0.0
HIG,10.4,11.9,8.9,10.5,0.2,7.4,74200,10.5,9.8,10.0
HJC,7.5,8.6,6.4,0.0,0.0,0.0,0,0.0,0.0,0.0
HKB,2.4,2.7,2.1,2.4,0.1,418.1,967600,2.5,2.2,2.3
HKP,23.0,32.2,13.8,0.0,0.0,0.0,0,0.0,0.0,0.0
HLA,1.8,2.0,1.6,1.8,0.1,382.2,674470,1.9,1.7,1.8
HLB,300.0,345.0,255.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HLE,3.1,4.3,1.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HLG,6.3,7.2,5.4,6.4,0.1,1.2,7570,6.4,6.3,6.3
HLR,6.7,7.7,5.7,0.0,0.0,0.0,0,0.0,0.0,0.0
HLS,19.0,21.8,16.2,0.0,0.0,0.0,0,0.0,0.0,0.0
HLT,18.0,20.7,15.3,0.0,0.0,0.0,0,0.0,0.0,0.0
HLY,16.1,18.5,13.7,13.7,0.2,0.4,6240,18.5,13.7,15.6
HMG,13.0,14.9,11.1,0.0,0.0,0.0,0,0.0,0.0,0.0
HMS,45.2,51.9,38.5,45.9,0.4,4.3,195710,46.0,44.5,45.5
HNA,13.3,15.2,11.4,13.6,1.0,1.7,23050,13.6,13.5,13.6
HNB,16.3,18.7,13.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HND,18.9,21.7,16.1,19.0,2.2,56.5,1072230,19.1,18.9,19.0
HNE,12.1,13.9,10.3,13.0,0.4,9.7,120550,13.3,12.2,12.4
HNF,23.0,26.4,19.6,24.2,0.3,0.5,12100,24.2,24.2,24.2
HNI,58.0,66.7,49.3,0.0,0.0,0.0,0,0.0,0.0,0.0
HNM,14.0,16.1,11.9,13.8,5.0,128.4,1826190,14.7,13.8,14.2
HNP,23.3,26.7,19.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HNR,12.0,16.8,7.2,0.0,0.0,0.0,0,0.0,0.0,0.0
HNT,7.7,8.8,6.6,7.3,0.1,0.7,5190,7.7,7.3,7.4
HPB,20.5,23.5,17.5,0.0,0.0,0.0,0,0.0,0.0,0.0
HPD,20.8,23.9,17.7,21.1,0.1,0.8,16720,21.3,20.8,20.9
HPH,11.6,13.3,9.9,0.0,0.0,0.0,0,0.0,0.0,0.0
HPI,27.4,31.5,23.3,28.0,2.0,10.1,247050,30.5,23.5,24.5
HPP,68.5,78.7,58.3,70.5,0.2,3.4,238530,72.3,69.0,70.2
HPT,14.0,16.1,11.9,14.0,0.1,0.7,9790,14.0,13.9,14.0
HPW,18.0,20.7,15.3,0.0,0.0,0.0,0,0.0,0.0,0.0
HRB,23.5,32.9,14.1,0.0,0.0,0.0,0,0.0,0.0,0.0
HRT,8.5,9.7,7.3,9.2,0.3,66.0,612430,9.7,8.6,9.3
HSA,33.7,38.7,28.7,0.0,0.0,0.0,0,0.0,0.0,0.0
HSI,3.0,3.4,2.6,2.8,0.1,57.2,152160,2.9,2.6,2.7
HSM,16.4,18.8,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HSP,12.6,14.4,10.8,13.9,0.1,0.1,1390,13.9,13.9,13.9
HSV,12.1,13.9,10.3,12.6,0.1,86.1,1081640,12.7,12.2,12.6
HTE,7.1,8.1,6.1,7.5,0.1,23.4,175380,7.7,7.1,7.5
HTG,32.5,37.3,27.7,34.0,1.0,14.0,471360,34.0,33.2,33.7
HTH,40.0,46.0,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HTK,10.0,11.5,8.5,0.0,0.0,0.0,0,0.0,0.0,0.0
HTM,18.0,20.7,15.3,18.0,2.0,2.2,39740,18.7,18.0,18.1
HTR,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HTT,3.4,3.9,2.9,3.2,0.1,816.8,2559340,3.7,2.9,3.1
HTW,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HU4,18.4,21.1,15.7,19.8,0.1,113.1,2218550,19.9,19.3,19.6
HU6,9.6,11.0,8.2,9.6,0.2,4.5,43220,9.7,9.6,9.6
HUG,37.9,43.5,32.3,0.0,0.0,0.0,0,0.0,0.0,0.0
HUX,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
HVA,8.3,9.5,7.1,8.0,0.8,22.6,178820,8.3,7.3,7.9
HVG,4.5,5.1,3.9,4.4,0.1,3605.8,16020330,4.8,4.3,4.4
HWS,14.1,16.2,12.0,14.3,0.1,0.1,1430,14.3,14.3,14.3
I10,0.8,1.1,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0
IBD,16.3,18.7,13.9,0.0,0.0,0.0,0,0.0,0.0,0.0
IBN,12.0,16.8,7.2,0.0,0.0,0.0,0,0.0,0.0,0.0
ICC,35.5,40.8,30.2,0.0,0.0,0.0,0,0.0,0.0,0.0
ICF,3.6,4.1,3.1,3.5,5.0,92.3,320030,3.6,3.3,3.5
ICI,7.8,8.9,6.7,7.9,0.1,0.2,1580,7.9,7.9,7.9
ICN,71.0,81.6,60.4,0.0,0.0,0.0,0,0.0,0.0,0.0
IDP,129.3,148.6,110.0,148.6,0.5,3.5,518070,148.6,145.0,148.0
IFS,25.0,28.7,21.3,25.0,0.1,17.1,427500,25.0,25.0,25.0
IHK,14.5,16.6,12.4,12.6,0.1,0.1,1260,12.6,12.6,12.6
ILA,11.9,13.6,10.2,12.0,0.1,115.8,1423240,12.9,11.8,12.3
ILC,9.0,10.3,7.7,9.0,0.2,1.1,9900,9.0,9.0,9.0
ILS,16.1,18.5,13.7,17.9,0.1,0.1,1790,17.9,17.9,17.9
IME,72.2,83.0,61.4,0.0,0.0,0.0,0,0.0,0.0,0.0
IN4,100.0,140.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0.0
IPH,69.0,96.6,41.4,0.0,0.0,0.0,0,0.0,0.0,0.0
IRC,8.7,12.1,5.3,0.0,0.0,0.0,0,0.0,0.0,0.0
ISG,7.4,8.5,6.3,8.5,0.1,0.3,2550,8.5,8.5,8.5
ISH,19.0,21.8,16.2,21.5,0.4,1.8,38500,21.5,21.0,21.4
IST,29.3,33.6,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ITS,8.2,9.4,7.0,8.5,1.6,12.2,103850,9.1,8.4,8.5
JOS,2.9,3.3,2.5,2.5,0.1,1.8,4640,2.9,2.5,2.6
KAC,13.4,15.4,11.4,15.4,0.3,0.4,6160,15.4,15.4,15.4
KCB,8.7,10.0,7.4,8.6,0.1,1.8,15650,8.9,8.6,8.7
KCE,14.0,16.1,11.9,0.0,0.0,0.0,0,0.0,0.0,0.0
KGM,11.5,13.2,9.8,0.0,0.0,0.0,0,0.0,0.0,0.0
KHA,30.0,34.5,25.5,28.0,0.4,0.4,11200,28.0,28.0,28.0
KHB,6.8,7.8,5.8,7.2,0.7,879.5,6424420,7.7,7.0,7.3
KHD,10.0,11.5,8.5,10.9,0.1,0.1,1090,10.9,10.9,10.9
KHL,2.2,2.5,1.9,2.5,0.1,480.1,1103960,2.5,2.0,2.3
KHW,16.9,23.6,10.2,0.0,0.0,0.0,0,0.0,0.0,0.0
KIP,13.3,15.2,11.4,13.0,0.1,0.6,7000,13.0,11.4,11.7
KLB,27.1,31.1,23.1,27.5,0.3,112.2,3066020,27.8,25.8,27.3
KLM,16.0,18.4,13.6,0.0,0.0,0.0,0,0.0,0.0,0.0
KSH,5.0,5.7,4.3,4.4,0.1,7353.6,32800270,5.1,4.3,4.5
KSK,3.5,4.0,3.0,4.0,2.6,2111.2,8435370,4.0,3.8,4.0
KSV,47.1,54.1,40.1,48.5,1.0,3.4,163470,49.9,47.0,48.1
KTC,11.1,12.7,9.5,0.0,0.0,0.0,0,0.0,0.0,0.0
KTL,23.7,27.2,20.2,25.0,1.0,1.0,25000,25.0,25.0,25.0
L12,12.2,14.0,10.4,14.0,0.2,30.2,422490,14.0,13.5,14.0
L44,1.9,2.1,1.7,1.8,0.5,53.1,94380,1.9,1.7,1.8
L45,7.4,8.5,6.3,7.3,0.2,3.5,25680,8.2,7.1,7.3
L63,6.8,7.8,5.8,7.8,0.1,1.1,7670,7.8,6.8,7.0
LAI,28.2,32.4,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0
LAW,9.1,12.7,5.5,0.0,0.0,0.0,0,0.0,0.0,0.0
LBC,15.9,18.2,13.6,0.0,0.0,0.0,0,0.0,0.0,0.0
LCC,4.3,4.9,3.7,0.0,0.0,0.0,0,0.0,0.0,0.0
LCW,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
LDW,13.0,18.2,7.8,0.0,0.0,0.0,0,0.0,0.0,0.0
LG9,12.9,14.8,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0
LGM,9.0,10.3,7.7,0.0,0.0,0.0,0,0.0,0.0,0.0
LIC,46.5,53.4,39.6,53.4,0.1,4.1,218200,53.4,49.9,53.2
LKW,44.3,50.9,37.7,0.0,0.0,0.0,0,0.0,0.0,0.0
LLM,16.1,18.5,13.7,16.2,0.1,9.2,148620,16.8,15.3,16.2
LM3,3.4,3.9,2.9,2.9,0.2,11.0,33140,3.4,2.9,3.0
LMC,15.0,17.2,12.8,0.0,0.0,0.0,0,0.0,0.0,0.0
LMH,8.8,10.1,7.5,9.1,0.1,962.0,8750390,9.2,8.9,9.1
LMI,10.0,11.5,8.5,0.0,0.0,0.0,0,0.0,0.0,0.0
LNC,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
LO5,2.8,3.2,2.4,2.7,6.5,147.9,400210,3.0,2.4,2.7
LPT,11.6,13.3,9.9,12.0,0.7,136.8,1674920,13.0,11.6,12.2
LQN,9.0,12.6,5.4,0.0,0.0,0.0,0,0.0,0.0,0.0
LTC,4.9,5.6,4.2,4.8,19.0,132.3,568580,4.8,4.2,4.3
LTG,32.4,37.2,27.6,33.1,0.1,98.2,3213280,33.3,32.4,32.7
LWS,17.9,25.0,10.8,0.0,0.0,0.0,0,0.0,0.0,0.0
LYF,16.8,23.5,10.1,0.0,0.0,0.0,0,0.0,0.0,0.0
M10,22.6,25.9,19.3,23.5,0.1,0.1,2350,23.5,23.5,23.5
MA1,29.0,33.3,24.7,0.0,0.0,0.0,0,0.0,0.0,0.0
MBN,8.4,11.7,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
MC3,8.0,11.2,4.8,0.0,0.0,0.0,0,0.0,0.0,0.0
MCH,113.2,130.1,96.3,113.5,0.9,6.6,748500,113.5,113.1,113.4
MCI,9.7,11.1,8.3,0.0,0.0,0.0,0,0.0,0.0,0.0
MCM,53.9,61.9,45.9,54.5,1.5,29.9,1607950,55.0,53.0,53.8
MCT,13.0,14.9,11.1,0.0,0.0,0.0,0,0.0,0.0,0.0
MDA,9.0,12.6,5.4,0.0,0.0,0.0,0,0.0,0.0,0.0
MDF,22.9,26.3,19.5,23.5,0.1,0.2,4570,23.5,22.2,22.8
MEC,5.1,5.8,4.4,5.8,0.1,80.7,459530,5.8,5.1,5.7
MEF,1.6,2.2,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MEG,21.3,29.8,12.8,0.0,0.0,0.0,0,0.0,0.0,0.0
MES,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MFS,30.5,35.0,26.0,30.8,0.5,2.0,62600,31.6,30.8,31.3
MGC,10.2,11.7,8.7,9.9,0.2,5.7,56400,10.1,9.1,9.9
MGG,37.8,43.4,32.2,0.0,0.0,0.0,0,0.0,0.0,0.0
MH3,58.7,67.5,49.9,55.5,0.1,0.1,5550,55.5,55.5,55.5
MIC,10.9,12.5,9.3,10.7,0.2,20.6,237130,11.8,10.7,11.5
MIE,8.9,10.2,7.6,0.0,0.0,0.0,0,0.0,0.0,0.0
MKP,46.8,53.8,39.8,48.0,0.1,14.2,688260,50.0,47.0,48.5
MLC,5.8,8.1,3.5,0.0,0.0,0.0,0,0.0,0.0,0.0
MLS,34.9,40.1,29.7,35.3,0.1,4.8,169190,35.5,34.9,35.2
MML,76.5,87.9,65.1,76.9,3.0,15.6,1200850,77.0,76.5,77.0
MNB,24.7,28.4,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MND,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MPC,40.8,46.9,34.7,40.1,0.2,51.8,2125380,41.9,40.0,41.0
MPT,2.6,2.9,2.3,2.6,0.5,1311.7,3419940,2.8,2.5,2.6
MPY,7.4,10.3,4.5,0.0,0.0,0.0,0,0.0,0.0,0.0
MQB,9.5,13.3,5.7,0.0,0.0,0.0,0,0.0,0.0,0.0
MQN,35.9,41.2,30.6,0.0,0.0,0.0,0,0.0,0.0,0.0
MRF,58.5,67.2,49.8,0.0,0.0,0.0,0,0.0,0.0,0.0
MSR,24.3,27.9,20.7,24.7,0.1,245.1,5960090,24.9,24.1,24.3
MTA,13.2,15.1,11.3,13.5,0.1,13.7,183640,15.1,13.0,13.4
MTB,9.9,13.8,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MTC,8.6,9.8,7.4,0.0,0.0,0.0,0,0.0,0.0,0.0
MTG,6.8,7.8,5.8,6.8,0.3,7.6,53510,7.2,6.8,7.0
MTH,18.2,20.9,15.5,20.9,0.1,0.1,2090,20.9,20.9,20.9
MTL,7.0,8.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MTP,13.5,15.5,11.5,13.4,0.3,1.3,17320,13.4,13.3,13.3
MTS,15.4,17.7,13.1,0.0,0.0,0.0,0,0.0,0.0,0.0
MTV,17.7,20.3,15.1,0.0,0.0,0.0,0,0.0,0.0,0.0
MVC,11.4,13.1,9.7,11.6,0.8,30.6,362010,12.2,11.4,11.8
MVN,30.2,34.7,25.7,29.7,1.0,3.5,104720,30.2,29.7,29.9
MXC,20.3,28.4,12.2,0.0,0.0,0.0,0,0.0,0.0,0.0
NAB,18.9,21.7,16.1,19.2,1.0,137.2,2640400,19.6,19.0,19.2
NAC,2.9,4.0,1.8,0.0,0.0,0.0,0,0.0,0.0,0.0
NAS,29.0,33.3,24.7,30.0,0.1,0.1,3000,30.0,30.0,30.0
NAU,11.5,13.2,9.8,11.5,0.3,0.3,3450,11.5,11.5,11.5
NAW,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
NBE,13.1,15.0,11.2,13.4,0.1,10.2,132810,13.4,12.6,13.0
NBT,15.0,17.2,12.8,0.0,0.0,0.0,0,0.0,0.0,0.0
NCS,23.1,26.5,19.7,23.1,0.1,1.4,32290,23.1,23.0,23.1
ND2,29.0,33.3,24.7,0.0,0.0,0.0,0,0.0,0.0,0.0
NDC,90.1,103.6,76.6,0.0,0.0,0.0,0,0.0,0.0,0.0
NDF,2.5,2.8,2.2,2.4,6.9,111.1,270310,2.6,2.3,2.4
NDP,23.4,26.9,19.9,0.0,0.0,0.0,0,0.0,0.0,0.0
NDT,26.1,30.0,22.2,26.5,0.8,41.4,1092580,27.9,26.0,26.4
NDW,8.3,11.6,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0
NED,10.5,12.0,9.0,10.6,0.1,1346.8,14447240,11.0,10.4,10.7
NGC,13.8,15.8,11.8,13.4,1.0,3.1,42380,13.8,13.4,13.7
NHP,2.9,3.3,2.5,3.0,0.1,774.1,2321450,3.3,2.8,3.0
NHV,41.1,47.2,35.0,41.1,0.8,6.0,247400,41.4,41.1,41.2
NJC,24.0,27.6,20.4,21.0,0.1,0.1,2100,21.0,21.0,21.0
NLS,5.2,7.2,3.2,0.0,0.0,0.0,0,0.0,0.0,0.0
NNG,21.5,24.7,18.3,21.5,0.3,5.9,126850,21.5,21.5,21.5
NNQ,7.3,10.2,4.4,0.0,0.0,0.0,0,0.0,0.0,0.0
NNT,34.0,39.1,28.9,34.0,0.1,0.1,3400,34.0,34.0,34.0
NOS,2.9,3.3,2.5,2.5,0.1,64.0,165590,2.9,2.5,2.6
NQB,20.1,23.1,17.1,0.0,0.0,0.0,0,0.0,0.0,0.0
NQN,15.9,18.2,13.6,0.0,0.0,0.0,0,0.0,0.0,0.0
NQT,8.5,11.9,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
NS2,9.3,10.6,8.0,9.5,0.1,0.2,1900,9.5,9.5,9.5
NS3,15.5,17.8,13.2,15.0,0.2,0.3,4500,15.0,15.0,15.0
NSG,5.9,6.7,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
NSL,18.3,21.0,15.6,0.0,0.0,0.0,0,0.0,0.0,0.0
NSS,4.0,5.6,2.4,0.0,0.0,0.0,0,0.0,0.0,0.0
NTB,2.1,2.4,1.8,2.1,0.1,466.2,966310,2.3,1.9,2.1
NTC,214.9,247.1,182.7,213.0,0.4,11.0,2353720,219.5,212.1,214.0
NTF,18.7,21.5,15.9,0.0,0.0,0.0,0,0.0,0.0,0.0
NTT,9.5,10.9,8.1,0.0,0.0,0.0,0,0.0,0.0,0.0
NTW,18.5,21.2,15.8,18.9,0.1,0.1,1890,18.9,18.9,18.9
NUE,10.0,11.5,8.5,10.0,0.1,1.7,16810,10.0,9.6,9.9
NVP,3.8,4.3,3.3,0.0,0.0,0.0,0,0.0,0.0,0.0
NWT,2.5,3.5,1.5,0.0,0.0,0.0,0,0.0,0.0,0.0
NXT,11.6,13.3,9.9,11.7,0.9,5.9,69030,11.7,11.7,11.7
ODE,60.3,69.3,51.3,62.2,0.6,100.6,6334520,64.1,60.4,63.0
OIL,19.1,21.9,16.3,19.5,1.9,4686.1,90077740,19.7,18.7,19.2
ONW,7.3,8.3,6.3,0.0,0.0,0.0,0,0.0,0.0,0.0
PAI,8.5,11.9,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
PAP,14.8,17.0,12.6,0.0,0.0,0.0,0,0.0,0.0,0.0
PAS,18.1,20.8,15.4,18.7,0.9,1358.4,25623160,20.0,18.4,18.9
PBC,16.4,18.8,14.0,16.3,2.9,40.0,658350,16.7,16.2,16.5
PBT,9.2,10.5,7.9,0.0,0.0,0.0,0,0.0,0.0,0.0
PCC,18.6,21.3,15.9,18.6,0.5,0.6,11020,18.6,17.2,18.4
PCF,7.4,8.5,6.3,8.4,0.1,0.4,3200,8.4,7.0,8.0
PCM,12.8,14.7,10.9,13.2,0.1,0.1,1320,13.2,13.2,13.2
PCN,4.5,5.1,3.9,4.1,0.1,4.0,15690,4.2,3.9,3.9
PDT,14.3,16.4,12.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PDV,10.2,11.7,8.7,10.0,2.9,6.2,62130,10.1,10.0,10.0
PEC,6.5,7.4,5.6,7.4,0.1,0.3,2220,7.4,7.4,7.4
PEG,9.9,11.3,8.5,8.6,0.4,4.1,34990,8.7,8.5,8.5
PEQ,50.0,57.5,42.5,0.0,0.0,0.0,0,0.0,0.0,0.0
PFL,11.8,13.5,10.1,12.2,5.0,409.6,4954630,12.5,11.5,12.1
PGB,28.2,32.4,24.0,28.9,0.1,79.8,2274830,28.9,28.0,28.5
PGV,39.3,45.1,33.5,39.8,10.0,78.3,3123000,40.8,39.3,39.9
PHH,12.1,13.9,10.3,12.5,0.1,0.1,1250,12.5,12.5,12.5
PHS,16.7,19.2,14.2,17.5,0.1,1.0,18500,19.1,17.5,18.5
PID,4.2,4.8,3.6,0.0,0.0,0.0,0,0.0,0.0,0.0
PIS,11.9,13.6,10.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PIV,2.5,2.8,2.2,2.4,0.5,330.5,792510,2.6,2.2,2.4
PJS,19.9,22.8,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0
PLA,8.4,9.6,7.2,8.4,1.0,6.2,51650,8.4,8.0,8.3
PLE,37.0,42.5,31.5,0.0,0.0,0.0,0,0.0,0.0,0.0
PLO,5.9,6.7,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
PMJ,22.2,25.5,18.9,0.0,0.0,0.0,0,0.0,0.0,0.0
PMT,9.4,10.8,8.0,10.1,0.1,0.3,2930,10.1,9.3,9.8
PMW,27.8,31.9,23.7,0.0,0.0,0.0,0,0.0,0.0,0.0
PND,13.9,15.9,11.9,0.0,0.0,0.0,0,0.0,0.0,0.0
PNG,11.7,13.4,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0
PNP,22.2,25.5,18.9,0.0,0.0,0.0,0,0.0,0.0,0.0
PNT,8.3,9.5,7.1,7.9,0.2,0.5,4040,8.8,7.9,8.1
POB,60.0,69.0,51.0,0.0,0.0,0.0,0,0.0,0.0,0.0
POS,17.0,19.5,14.5,17.0,2.0,38.2,649560,17.2,16.9,17.0
POV,12.3,14.1,10.5,12.5,0.1,2.0,25340,13.3,12.3,12.7
PPH,31.0,35.6,26.4,31.0,0.5,5.5,170850,31.3,31.0,31.1
PPI,2.8,3.2,2.4,2.5,16.0,2334.6,6103010,3.0,2.4,2.6
PQN,4.0,5.6,2.4,0.0,0.0,0.0,0,0.0,0.0,0.0
PRO,6.9,7.9,5.9,7.9,0.2,1.4,10700,7.9,7.3,7.6
PRT,22.8,26.2,19.4,23.0,0.1,25.8,594290,23.7,22.7,23.0
PSB,9.9,11.3,8.5,10.0,0.1,10.0,99350,10.5,9.5,9.9
PSG,3.9,4.4,3.4,4.1,0.1,282.0,1079910,4.1,3.6,3.8
PSL,21.6,24.8,18.4,21.6,0.4,0.5,10800,21.6,21.6,21.6
PSN,11.9,13.6,10.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PSP,10.9,12.5,9.3,11.0,0.5,12.3,134150,11.4,10.8,10.9
PTE,3.3,3.7,2.9,3.3,0.2,2.5,7810,3.3,3.0,3.1
PTG,0.2,0.3,0.1,0.0,0.0,0.0,0,0.0,0.0,0.0
PTH,13.2,15.1,11.3,0.0,0.0,0.0,0,0.0,0.0,0.0
PTO,20.0,23.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0
PTP,15.5,17.8,13.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PTT,7.9,9.0,6.8,7.9,1.0,1.0,7900,7.9,7.9,7.9
PTV,8.4,9.6,7.2,8.5,0.5,10.1,88060,9.2,8.5,8.7
PTX,0.3,0.4,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PVA,3.2,3.6,2.8,3.2,0.6,316.0,1005920,3.5,3.1,3.2
PVE,5.9,6.7,5.1,5.1,1.7,313.4,1608090,5.9,5.1,5.1
PVH,4.8,5.5,4.1,4.8,2.9,74.2,364490,5.4,4.8,4.9
PVM,20.0,23.0,17.0,20.3,1.0,28.7,592700,21.0,20.2,20.7
PVO,9.4,10.8,8.0,9.4,0.2,20.2,189120,9.4,9.2,9.4
PVP,17.7,20.3,15.1,17.5,4.0,104.7,1840470,17.8,17.3,17.6
PVR,5.3,6.0,4.6,4.6,0.3,1324.1,6193800,5.6,4.6,4.7
PVV,4.1,4.7,3.5,4.2,0.4,1361.1,5648290,4.5,4.0,4.2
PVX,7.6,8.7,6.5,7.8,5.7,9111.6,72069220,8.5,7.6,7.9
PVY,3.9,4.4,3.4,4.0,0.1,17.4,67320,4.1,3.7,3.9
PWA,12.1,13.9,10.3,12.7,0.5,55.9,717740,13.5,12.2,12.8
PWS,12.0,13.8,10.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PX1,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
PXA,3.1,3.5,2.7,3.3,0.8,324.7,1060810,3.5,3.0,3.3
PXC,0.5,0.6,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0
PXL,16.6,19.0,14.2,16.2,0.1,566.0,9195380,17.0,15.9,16.2
PXM,2.7,3.1,2.3,2.9,0.5,244.4,723990,3.1,2.8,3.0
PXT,7.7,8.8,6.6,7.8,0.1,254.8,1967800,8.2,7.5,7.7
PYU,22.5,31.5,13.5,0.0,0.0,0.0,0,0.0,0.0,0.0
QCC,9.3,10.6,8.0,9.3,0.1,0.5,4690,9.4,9.3,9.4
QHW,33.7,38.7,28.7,0.0,0.0,0.0,0,0.0,0.0,0.0
QLD,4.4,6.1,2.7,0.0,0.0,0.0,0,0.0,0.0,0.0
QLT,29.6,34.0,25.2,29.6,0.5,1.6,47800,30.0,29.6,29.9
QNC,10.1,11.6,8.6,9.7,0.9,38.4,378960,10.4,9.7,9.9
QNS,47.1,54.1,40.1,47.2,0.3,458.9,21766290,47.7,47.2,47.4
QNT,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
QNU,15.2,17.4,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0
QNW,8.6,12.0,5.2,0.0,0.0,0.0,0,0.0,0.0,0.0
QPH,27.2,31.2,23.2,27.2,0.3,0.3,8160,27.2,27.2,27.2
QSP,21.8,25.0,18.6,21.0,1.4,2.0,42100,22.0,21.0,21.0
QTP,19.0,21.8,16.2,18.4,0.1,1838.3,33905370,18.7,18.2,18.4
RAT,16.5,18.9,14.1,0.0,0.0,0.0,0,0.0,0.0,0.0
RBC,14.6,20.4,8.8,0.0,0.0,0.0,0,0.0,0.0,0.0
RCC,29.5,33.9,25.1,0.0,0.0,0.0,0,0.0,0.0,0.0
RCD,4.6,5.2,4.0,4.1,0.1,80.2,333830,4.7,4.0,4.2
RGC,24.9,28.6,21.2,26.7,0.1,10.7,285860,28.5,25.5,26.7
RTB,24.0,27.6,20.4,23.0,0.5,9.8,232950,24.1,23.0,23.8
S12,3.1,3.5,2.7,2.7,0.2,14.5,39730,3.0,2.7,2.7
S27,9.6,11.0,8.2,10.9,2.0,8.0,87200,10.9,10.9,10.9
S72,7.4,8.5,6.3,8.3,0.1,0.2,1590,8.3,7.6,8.0
S74,9.0,10.3,7.7,7.9,3.3,7.4,68300,10.3,7.9,9.2
S96,2.0,2.3,1.7,1.8,3.0,741.7,1313300,2.0,1.7,1.8
SAC,13.0,14.9,11.1,14.4,0.1,1.0,12240,14.4,12.0,12.2
SAL,12.8,14.7,10.9,0.0,0.0,0.0,0,0.0,0.0,0.0
SAP,8.6,9.8,7.4,0.0,0.0,0.0,0,0.0,0.0,0.0
